test_id,input_request,expected_label_id,expected_label_name
TR_01874,I can't see my latest bank transfer,5,balance_not_updated_after_bank_transfer
TR_01875,There is an extra $1 charge,34,extra_charge_on_statement
TR_01876,The wait for this transfer seems to be taking a very long time.  It is very important that it goes through quickly. Can you please tell me how long it may take?,48,pending_transfer
TR_01877,Can I top up?,60,top_up_limits
TR_01878,A payment in my account was made by someone I don't know,16,card_payment_not_recognised
TR_01879,I have a transaction that shows several times,63,transaction_charged_twice
TR_01880,How can I open an account for my children?,1,age_limit
TR_01881,I am worried about fees for top up cards?,57,top_up_by_card_charge
TR_01882,"Do ATM cash withdrawals carry a charge now? They've been free in the past, but all of a sudden I have to pay to make ATM withdrawals?",19,cash_withdrawal_charge
TR_01883,I need to be made aware when I am being charged an extra amount for payments please. I looked over the app earlier and noticed an additional feel related to one of the payments. I was not warned about this before.,15,card_payment_fee_charged
TR_01884,How do I report possible fraudulent activity on my account?,22,compromised_card
TR_01885,What do I need to do to transfer my paycheck to my account?,50,receiving_money
TR_01886,Where can I modify my information?,30,edit_personal_details
TR_01887,"There is an error, the app says I made an ATM withdrawal and I didn't.",20,cash_withdrawal_not_recognised
TR_01888,"I've just come back from an eating holiday in the USA and Canada and have SO many pending and duplicated transactions on my account.  I think there is something wrong, can you look in to it please?",63,transaction_charged_twice
TR_01889,Why is my 'top up' not showing up in my wallet?,62,topping_up_by_card
TR_01890,How long will it take the money to appear in my account?,67,transfer_timing
TR_01891,"I just transferred my friend money, but she hasn't received it yet, and it's been a few hours. Can you tell me when to expect it to go through?",66,transfer_not_received_by_recipient
TR_01892,"Hello, My money went through for my purchase but now I got contacted from the seller noting that they didn't receive it. Then the money was returned to my account and I'm not sure why this occurred. So if you can resolve this issue please.",53,reverted_card_payment?
TR_01893,I didn't withdraw the amount of cash that is showing up in the app.,20,cash_withdrawal_not_recognised
TR_01894,I received the wrong amount of cash back,75,wrong_amount_of_cash_received
TR_01895,Are you located in other countries?,24,country_support
TR_01896,Is there a way to make my money usable in another country?,33,exchange_via_app
TR_01897,"i accidentally entered in my retailers information, what should i do next",66,transfer_not_received_by_recipient
TR_01898,Will you tell me how to exchange USD for GBP in the app?,33,exchange_via_app
TR_01899,How long will a transfer be pending for?,48,pending_transfer
TR_01900,What currencies does google pay top up accept?,2,apple_pay_or_google_pay
TR_01901,Why do I get declined when I try to withdraw cash?,26,declined_cash_withdrawal
TR_01902,The atm didn't give me all my cash,75,wrong_amount_of_cash_received
TR_01903,Do you know why my contactless won't work?,23,contactless_not_working
TR_01904,"I am traveling, what can I do to set up auto top-up?",4,automatic_top_up
TR_01905,Can you change the rate for the item I bought in a different currency as it is wrong?,17,card_payment_wrong_exchange_rate
TR_01906,I transferred some money but it is yet to arrive.,5,balance_not_updated_after_bank_transfer
TR_01907,When will my card come? I need it as soon as possible!,12,card_delivery_estimate
TR_01908,I attempted to withdraw some money from an ATM this morning and received the wrong amount. Your app says I have enough money available in the account. Can someone tell me what's wrong?,75,wrong_amount_of_cash_received
TR_01909,I'm happy with Mastercard and want to stick with just that credit card.,73,visa_or_mastercard
TR_01910,How long does a transfer stay pending?,48,pending_transfer
TR_01911,How do I receive a virtual card?,40,getting_virtual_card
TR_01912,There is a record of payment I never submitted on the app.,16,card_payment_not_recognised
TR_01913,Where in the app do I go to make my new card show up?,13,card_linking
TR_01914,The ATM at Metro bank on High St. Kensington swallowed my card. How do I get it back?,18,card_swallowed
TR_01915,Why is the ATM not allowing me to get cash?,26,declined_cash_withdrawal
TR_01916,I have a fee for cash withdrawal,19,cash_withdrawal_charge
TR_01917,Would I get a Visa or Mastercard?,73,visa_or_mastercard
TR_01918,"If I want to get an account for my daughter, can I do that?",1,age_limit
TR_01919,How can I get a real-life card of my own?,43,order_physical_card
TR_01920,"I would like to top up via credit card, which credit cards do you support?",54,supported_cards_and_currencies
TR_01921,"I'm interested in holding and exchange for flat currencies, what do you support?",36,fiat_currency_support
TR_01922,"I tried to withdraw cash and got declined, why is that?",26,declined_cash_withdrawal
TR_01923,Is there a limit to my top-up?,60,top_up_limits
TR_01924,"I do not remember purchasing anything for 1£, and it is on my statement. Can you please tell me what that is about?",34,extra_charge_on_statement
TR_01925,I thought crypto top up with something you offer. This is not working. The money has been deducted from my account. Can you find out what's going on?,61,top_up_reverted
TR_01926,Can I add money to top up my account via a bank transfer?,65,transfer_into_account
TR_01927,What do i do if the exchange rate was wrong for the item i bought overseas?,17,card_payment_wrong_exchange_rate
TR_01928,Are cheques accepted to my account? Mine didn't seem to work.,6,balance_not_updated_after_cheque_or_cash_deposit
TR_01929,I have forgotten my password.,44,passcode_forgotten
TR_01930,"I want to top up by card, what do you support?",54,supported_cards_and_currencies
TR_01931,How come I'm not allowed to transfer funds right now? I just keep getting an error message.,7,beneficiary_not_allowed
TR_01932,How do I verify my top up?,71,verify_top_up
TR_01933,I want to take some funds from my other bank account and add them to this one.,65,transfer_into_account
TR_01934,I was supposed to get a purchase refunded but I don't see the money in my account,51,Refund_not_showing_up
TR_01935,I think something went wrong with my card delivery as I haven't received it yet.,11,card_arrival
TR_01936,How much to exchange currencies?,31,exchange_charge
TR_01937,"My American Express is in my Apple Pay and the top up is failing, why?",2,apple_pay_or_google_pay
TR_01938,Where is the auto top-up option?,4,automatic_top_up
TR_01939,I would like to terminate my account.,55,terminate_account
TR_01940,Can you tell me what the exchange fee is?,31,exchange_charge
TR_01941,"I transferred money to a receiver within the EU and they received a lesser amount than expected.  Now I will have to send additional money to the receiver in order to make up the difference.  I'm not sure what went wrong, can you please advise?",64,transfer_fee_charged
TR_01942,Where can the card be used?,10,card_acceptance
TR_01943,"I tried to withdraw $100, all it gave me was $20.",75,wrong_amount_of_cash_received
TR_01944,The ATM won't give me my card back. I need it back now!,18,card_swallowed
TR_01945,I wish to cancel a transfer,8,cancel_transfer
TR_01946,What's the phone number to freeze a card?,41,lost_or_stolen_card
TR_01947,"I received a ""declined"" message when doing a transfer",27,declined_transfer
TR_01948,Where can I get your exchange rates from?,32,exchange_rate
TR_01949,I need to find the card I received in the app.,13,card_linking
TR_01950,European bank card for top up will come with any extra fees?,57,top_up_by_card_charge
TR_01951,I can't get money out of the ATM. Is my card actually working? It's the first time I tried using it,26,declined_cash_withdrawal
TR_01952,Seems like my transfer was declined how come?,27,declined_transfer
TR_01953,I need to know if everything is okay here. After making a transfer from a UK account it doesn't show up. How long does this normally take to process?,5,balance_not_updated_after_bank_transfer
TR_01954,How long is the delivery to the US?,12,card_delivery_estimate
TR_01955,Why have I been charged for pulling cash out of my own account?,19,cash_withdrawal_charge
TR_01956,I was charged twice.,63,transaction_charged_twice
TR_01957,I transferred some money but it hasn't arrived yet,5,balance_not_updated_after_bank_transfer
TR_01958,I was overcharged an additional pound.,34,extra_charge_on_statement
TR_01959,Is there a fee for a SEPA transfer,56,top_up_by_bank_transfer_charge
TR_01960,How do I change GBP to AUD?,33,exchange_via_app
TR_01961,How can I order a card?,43,order_physical_card
TR_01962,How long does it take to activate my card?,0,activate_my_card
TR_01963,How do I cancel a transfer?,8,cancel_transfer
TR_01964,My card payment failed.,25,declined_card_payment
TR_01965,What information do I need to see my source of money?,70,verify_source_of_funds
TR_01966,How can I tell if my top-up has been cancelled?,61,top_up_reverted
TR_01967,still waiting on my new card,11,card_arrival
TR_01968,A receiver made me aware that they did not receive the full transfer that I made. The amount was showing to be a bit less. I now have to make a second transfer just to make up the difference. Can you reach out and let me know what's going on?,64,transfer_fee_charged
TR_01969,How long until my friend receives my transaction?,66,transfer_not_received_by_recipient
TR_01970,what is the top up limit,60,top_up_limits
TR_01971,What are the top-up fees?,57,top_up_by_card_charge
TR_01972,"If my PIN number is rejected, how do I solve it?",49,pin_blocked
TR_01973,I topped up my account but the app failed to process it.,59,top_up_failed
TR_01974,I got my card a few days ago but am unable to top up. I'm thinking about closing my account because of this. What is going on?,59,top_up_failed
TR_01975,Is ordering a new card from China available?,9,card_about_to_expire
TR_01976,Is it possible to order a card?,43,order_physical_card
TR_01977,I may need to dispute a Direct Debit payment.,28,direct_debit_payment_not_recognised
TR_01978,Send my card as soon as you are able to.,12,card_delivery_estimate
TR_01979,When can I expect money to be transferred to my account?,67,transfer_timing
TR_01980,Where can I find an ATM to use this card?,3,atm_support
TR_01981,What do I have to do to get a Visa card?,73,visa_or_mastercard
TR_01982,What's the problem? I thought you offered crypto top up. This doesn't appear to be working at all. My money has now vanished from my account.,61,top_up_reverted
TR_01983,Is there a charge for a physical card?,43,order_physical_card
TR_01984,My Apple Pay top up with my American Express card is not working? Please tell me why,2,apple_pay_or_google_pay
TR_01985,Do you offer a discount for those who perform frequent currency exchanges?,31,exchange_charge
TR_01986,"The exchange rate given to me wasn't correct, after i purchased an item",17,card_payment_wrong_exchange_rate
TR_01987,Why do I have a charge for an ATM withdrawal? I thought these were free?,19,cash_withdrawal_charge
TR_01988,What is the time frame that it usually takes for a transfer to come through? I have a friend needing it immediately but it has yet to come through.,66,transfer_not_received_by_recipient
TR_01989,how come when i got cash the exchange rate was different than it should be,76,wrong_exchange_rate_for_cash_withdrawal
TR_01990,I don't need to transfer anymore and I want to cancel it.,8,cancel_transfer
TR_01991,I would like to request a card.,43,order_physical_card
TR_01992,How do I contact customer support about a transfer?,27,declined_transfer
TR_01993,The cash I got at the ATM is still in my account.,46,pending_cash_withdrawal
TR_01994,Will you guys do Visa or Mastercard?,73,visa_or_mastercard
TR_01995,Do you receive SWIFT transfers?,56,top_up_by_bank_transfer_charge
TR_01996,How are your exchange rates calculated?,32,exchange_rate
TR_01997,What are the age requirements for opening an account?,1,age_limit
TR_01998,Is there an auto top-up option?,4,automatic_top_up
TR_01999,When will I receive my card?,12,card_delivery_estimate
TR_02000,My top-up was rejected by an app.,59,top_up_failed
TR_02001,"I double checked that I have the correct account details , they're right for sure. Transfer is still pending since forever. What should be done now?",48,pending_transfer
TR_02002,Is it possible to get a card if I'm not in the UK?,24,country_support
TR_02003,"My card's expiration is approaching, how do I replace it.",9,card_about_to_expire
TR_02004,"If I were to use a European bank card for a top up, will I incur a charge?",57,top_up_by_card_charge
TR_02005,The ATM wouldn't allow me to withdraw money,26,declined_cash_withdrawal
TR_02006,I am not able to do a transfer to an account,7,beneficiary_not_allowed
TR_02007,There is a withdrawal on my account I didn't make.,20,cash_withdrawal_not_recognised
TR_02008,Can I make sure my card is delivered on a specific day?,12,card_delivery_estimate
TR_02009,Am I going to be charged for receiving  money?,56,top_up_by_bank_transfer_charge
TR_02010,What fiduciary currencies are supported for tenure and exchange?,36,fiat_currency_support
TR_02011,How long until my new card gets here?,11,card_arrival
TR_02012,I was charged a fee with my cash withdrawal that I shouldn't have been charged.,19,cash_withdrawal_charge
TR_02013,HOW LONG THE CARD VALIDITY,14,card_not_working
TR_02014,why hasn't my cash arrived yet from my cheque?!,6,balance_not_updated_after_cheque_or_cash_deposit
TR_02015,I can't use my virtual disposable card,72,virtual_card_not_working
TR_02016,Why does my card continually get declined? I thought I had enough money in there but I've tried several times now and it still isn't working.,27,declined_transfer
TR_02017,Please list the countries you support.,24,country_support
TR_02018,The wrong account was used during a transaction.,8,cancel_transfer
TR_02019,can you tell me why my card was declined?,25,declined_card_payment
TR_02020,"Hey, I'm buying a flat and I need my mortgage to go though. However, every time I check I get an error message. Is there any way you can help me with this transfer.",35,failed_transfer
TR_02021,What are the steps I need to take to cancel a transaction?,8,cancel_transfer
TR_02022,I am still waiting on my bank transfer,5,balance_not_updated_after_bank_transfer
TR_02023,What is the delivery time to the US?,12,card_delivery_estimate
TR_02024,I got money overseas and the exchange rate was wrong,76,wrong_exchange_rate_for_cash_withdrawal
TR_02025,I am still awaiting the completion of the transaction.,66,transfer_not_received_by_recipient
TR_02026,Is there a way to tell where the money came from?,70,verify_source_of_funds
TR_02027,My card is being declined online. Could you tell me what might be broken or wrong with the account?,27,declined_transfer
TR_02028,Where are cards delivered to?,43,order_physical_card
TR_02029,What do I need to do for a PIN?,38,get_physical_card
TR_02030,Where is the tracking number for the card?,11,card_arrival
TR_02031,My card hasn't arrived yet. What do I do?,11,card_arrival
TR_02032,My PIN is not working and I need assistance.,49,pin_blocked
TR_02033,I'd like to use my American Express to place money into my account.,54,supported_cards_and_currencies
TR_02034,I like Mastercard better.,73,visa_or_mastercard
TR_02035,I was charged a hidden fee when I paid with card.,15,card_payment_fee_charged
TR_02036,Can I set up an automatic top-up for travel.,4,automatic_top_up
TR_02037,Why is checking my identity important?,74,why_verify_identity
TR_02038,I lost my passcode.,44,passcode_forgotten
TR_02039,I am still waiting for a money transfer to process.,48,pending_transfer
TR_02040,Is the closest ATM to me within 2 miles?,3,atm_support
TR_02041,I can't recognise this Direct Debit payment.,28,direct_debit_payment_not_recognised
TR_02042,How can my friend pay me?,50,receiving_money
TR_02043,I need a refund on a direct debit that shows in the app because I did not make it.,28,direct_debit_payment_not_recognised
TR_02044,The check I deposited yesterday isn't listed yet.  Isn't that pretty slow?  I need to see the balance increased by that check.,6,balance_not_updated_after_cheque_or_cash_deposit
TR_02045,Why hasn't the money I transferred into my account shown up yet?,5,balance_not_updated_after_bank_transfer
TR_02046,What should I do if I don't know my password?,44,passcode_forgotten
TR_02047,How do I go about changing my address?,30,edit_personal_details
TR_02048,"I've already topped up, but I cannot see the funds being available. What happened?",47,pending_top_up
TR_02049,"I topped up and went to buy something, but it says that my funds are pending. Is there a way to quicken this process?",47,pending_top_up
TR_02050,Was there a number to track that I could get?,11,card_arrival
TR_02051,Will any ATM's decline my card?,3,atm_support
TR_02052,What is the cost for an exchange fee?,31,exchange_charge
TR_02053,How do I edit the personal details on my account?,30,edit_personal_details
TR_02054,How can I check the source of my fund?,70,verify_source_of_funds
TR_02055,"My money is gone :( I had topped up recently and saw it was there and went through, but now it's disappeared, what's going on?",61,top_up_reverted
TR_02056,Can you track my card for me?,11,card_arrival
TR_02057,What is the limit to a top-up?,60,top_up_limits
TR_02058,I need to change my data.,30,edit_personal_details
TR_02059,My top-up funds aren't available yet.,47,pending_top_up
TR_02060,Why has my top-up failed?,59,top_up_failed
TR_02061,I hope to get a Visa card,73,visa_or_mastercard
TR_02062,I don't see the verification code for my card transfer.,71,verify_top_up
TR_02063,I need to order a new card as my other one was stolen.,41,lost_or_stolen_card
TR_02064,Can a transaction be cancelled?,8,cancel_transfer
TR_02065,Am I able to stop a transfer?,8,cancel_transfer
TR_02066,I got a cheque that I want to top up with?,58,top_up_by_cash_or_cheque
TR_02067,Is payment required to get a card of my own?,43,order_physical_card
TR_02068,How do I get another card,39,getting_spare_card
TR_02069,"I went to the store and tried to make a purchase.  The first time, it was declined, but the second one went through.  But my App shows me that I've already been charged once and the second charge is still pending.  Can you make sure that I'm not charged twice?",63,transaction_charged_twice
TR_02070,It won't let me activate my card.,0,activate_my_card
TR_02071,Can you please assist me in completing a transfer? I'm trying and I keep getting an error. I'm trying to purchase a flat and pay the initial mortgage payment. All I keep getting is an error. Can you find out what's happening here?,35,failed_transfer
TR_02072,"I need to top up, but I have to use an international card.  Is there a cost for that?",57,top_up_by_card_charge
TR_02073,Will my employer be able to pay me with this service,50,receiving_money
TR_02074,Could you tell me what your exchange rates are?,32,exchange_rate
TR_02075,If I top up using a European card is there a charge?,57,top_up_by_card_charge
TR_02076,How long does a payment show as pending before i should worry about it?,45,pending_card_payment
TR_02077,Can you explain the virtual cards limit?,29,disposable_card_limits
TR_02078,Where can I find your locations?,24,country_support
TR_02079,Hello. I checked my transactions and saw I was double charged on my card for a restaurant visit. I would like to get my money back.,63,transaction_charged_twice
TR_02080,How much does it cost to get more cards?,39,getting_spare_card
TR_02081,Card payment declined?,25,declined_card_payment
TR_02082,Where do I verify my identity?,69,verify_my_identity
TR_02083,Can I use your app to exchange between USD and GBP,33,exchange_via_app
TR_02084,How many different currencies can I have my money in?,36,fiat_currency_support
TR_02085,How do I become aware of where my funds come from?,70,verify_source_of_funds
TR_02086,How do I order a card?,43,order_physical_card
TR_02087,How can I activate my card>,0,activate_my_card
TR_02088,What's the limit for disposable virtual cards?,29,disposable_card_limits
TR_02089,why wouldn't you support american express? its a card i like and use often and i don't want to get a different one,54,supported_cards_and_currencies
TR_02090,There is a duplicate charge on my account.,63,transaction_charged_twice
TR_02091,What type of ID do you accept?,69,verify_my_identity
TR_02092,Can you please explain why the exchange rate for the item I bought is wrong?,17,card_payment_wrong_exchange_rate
TR_02093,Where is the transfer that I did?,5,balance_not_updated_after_bank_transfer
TR_02094,What do I have to do to prove my identity?,68,unable_to_verify_identity
TR_02095,When I got cash the exchange rate was wrong,76,wrong_exchange_rate_for_cash_withdrawal
TR_02096,Hello I changed my mind and really need a refund on something I bought recently. Can you please cancel the transaction and get me my money back. Please it's urgent.,52,request_refund
TR_02097,"I accidentally made a payment from the wrong account yesterday. It's my rent payment, and it's very large, so the account I paid from won't be able to cover the amount. It's really important that the payment be made from the right account?",8,cancel_transfer
TR_02098,how long does it take to post atm with drawl,46,pending_cash_withdrawal
TR_02099,Please tell me where I can update my details since I moved.,30,edit_personal_details
TR_02100,My phone was left behind.  Can I still use my card?,42,lost_or_stolen_phone
TR_02101,The cash deposit I made this morning has not been credited to my account,6,balance_not_updated_after_cheque_or_cash_deposit
TR_02102,Why did I get charged for a withdrawal?,19,cash_withdrawal_charge
TR_02103,I was only given $20 after trying to withdraw $100,75,wrong_amount_of_cash_received
TR_02104,What is the current exchange fee?,31,exchange_charge
TR_02105,Why was my exchange rate a different amount than usual?,17,card_payment_wrong_exchange_rate
TR_02106,What fiat currencies are supported for holding and exchange?,36,fiat_currency_support
TR_02107,my payment was rejected,25,declined_card_payment
TR_02108,"Hello, I wanted to get some more information about ATM Withdraw Fee. I have been withdrawing money for years and notice this charge on my account. I always thought it was no fee since its you guys ATM company that I am withdrawing. Can you please explain?",19,cash_withdrawal_charge
TR_02109,I live in Germany. Is that one of the countries you are in? What other countries are you in?,24,country_support
TR_02110,Are there any discounts in exchanging currencies frequently?,31,exchange_charge
TR_02111,Is there a fee for sending out more than one card?,39,getting_spare_card
TR_02112,I need help changing my last name on my account.,30,edit_personal_details
TR_02113,How many purchases can I make with one disposable card?,29,disposable_card_limits
TR_02114,A few hours ago I made a bank transfer from my UK account but I don't see that it has arrived.   Can you check and see if all is ok please?,5,balance_not_updated_after_bank_transfer
TR_02115,"Did you lose my money? I had added funds through top-up not long ago and I know they were in my account, but they seem to have disappeared. What happened?",61,top_up_reverted
TR_02116,The ATM gave me the wrong amount of cash today when I went to withdraw. The app says it was more.,75,wrong_amount_of_cash_received
TR_02117,Why was I charged a higher exchange rate when I bought something abroad?,17,card_payment_wrong_exchange_rate
TR_02118,Is this card available to United States Residents?,24,country_support
TR_02119,I inadvertently completed a transaction on a wrong account.,8,cancel_transfer
TR_02120,I purchased something abroad but the exchange rate is incorrect.,17,card_payment_wrong_exchange_rate
TR_02121,Can I get a second card for free?,39,getting_spare_card
TR_02122,how come the verification with the top up,71,verify_top_up
TR_02123,How do I delete my account? I am dissatisfied with the service.,55,terminate_account
TR_02124,Why won't my card show up on the app?,13,card_linking
TR_02125,"Why did I not get all the money that I asked for? I asked for all the cash in my my account, but I only got about half. Why is that??",75,wrong_amount_of_cash_received
TR_02126,There is a strange 1£ charge that appears as pending on my statement. What's the cause for that? I haven't purchased anything for a pound.,34,extra_charge_on_statement
TR_02127,"I have a US credit card, will you accept it?",54,supported_cards_and_currencies
TR_02128,Does my PIN come with my card?,38,get_physical_card
TR_02129,Why is my cash deposit not in my account?,6,balance_not_updated_after_cheque_or_cash_deposit
TR_02130,Help! When will the card arrive at my home?,12,card_delivery_estimate
TR_02131,How do I enable auto-top up?,4,automatic_top_up
TR_02132,I had to pay in order to do a transfer,64,transfer_fee_charged
TR_02133,The exchange rate is bad. Are you sure this is the exchange rate?,17,card_payment_wrong_exchange_rate
TR_02134,My transfer seems to be too expensive.,64,transfer_fee_charged
TR_02135,How can I change USD to GBP?,33,exchange_via_app
TR_02136,I didn't do a payment and I have it now.,16,card_payment_not_recognised
TR_02137,"I guess exchange rate for my payment was not correct, as i charged extra on the last saturday.",17,card_payment_wrong_exchange_rate
TR_02138,I can't find my code,44,passcode_forgotten
TR_02139,When can I expect to receive my card?,12,card_delivery_estimate
TR_02140,Will I be charged a fee for exchanging foreign currencies?,31,exchange_charge
TR_02141,Help my find the verification code on a top-up.,71,verify_top_up
TR_02142,I changed my mind on something I purchased through you and I need the transaction canceled and a refund as soon as possible. Can you help me please?,52,request_refund
TR_02143,How do I get my paycheck through this?,50,receiving_money
TR_02144,I made a payment but it was returned.,53,reverted_card_payment?
TR_02145,What is going on with it saying my card payment was declined?,25,declined_card_payment
TR_02146,"I would like to activate my card to use now, can you help me?",0,activate_my_card
TR_02147,What is the meaning of a pending payment?,45,pending_card_payment
TR_02148,I made a transfer 12 hours ago. Why is it still listed as pending?,48,pending_transfer
TR_02149,In the App I see a payment that is not mine.,16,card_payment_not_recognised
TR_02150,I needed $100 but all it gave me was $20.,75,wrong_amount_of_cash_received
TR_02151,How do I change the details in my account?,30,edit_personal_details
TR_02152,HOW DO I TRANSFER MONEY FROM MY BANK ACCOUNT?,65,transfer_into_account
TR_02153,I think something may have happened that caused a charge to show up twice.,63,transaction_charged_twice
TR_02154,My card is missing.,41,lost_or_stolen_card
TR_02155,I need to reset the passcode.,44,passcode_forgotten
TR_02156,what do i do if my verification failed,68,unable_to_verify_identity
TR_02157,I need several cards per day. And I need to be able to throw away all of the cards I make.,29,disposable_card_limits
TR_02158,I was told I would be getting a refund but I have yet to see it,51,Refund_not_showing_up
TR_02159,Is my PIN the same thing as my passcode?,38,get_physical_card
TR_02160,What should I do if my physical card isn't working?,14,card_not_working
TR_02161,"If you send me more cards, are there any charges?",39,getting_spare_card
TR_02162,I am seeing a direct debit I wasn't aware of.,28,direct_debit_payment_not_recognised
TR_02163,why is my top up failing,59,top_up_failed
TR_02164,Will you accept my salary if it's in another currency?,50,receiving_money
TR_02165,"I have my card, when whill my PIN be available?",38,get_physical_card
TR_02166,Do I need to verify my identity?,74,why_verify_identity
TR_02167,My card is due to expire soon.,9,card_about_to_expire
TR_02168,Is a physical card also available,43,order_physical_card
TR_02169,How do I activate a card?,0,activate_my_card
TR_02170,How long will it take for my transferred money to show up?,5,balance_not_updated_after_bank_transfer
TR_02171,Why was my cash withdrawal given the wrong exchange rate?,76,wrong_exchange_rate_for_cash_withdrawal
TR_02172,What is the reason why the transfer shows as pending?,48,pending_transfer
TR_02173,Why is it taking so long to update my balance transfer?,5,balance_not_updated_after_bank_transfer
TR_02174,why was my transfer declined,27,declined_transfer
TR_02175,I can't activate my card?,0,activate_my_card
TR_02176,Can I set my own top-up limit?,60,top_up_limits
TR_02177,My transfer to a beneficiary did not go through.  Why?,7,beneficiary_not_allowed
TR_02178,I transfered my balance a while back.  Why doesn't my account reflect this?,5,balance_not_updated_after_bank_transfer
TR_02179,Where are the cards delivered to,43,order_physical_card
TR_02180,Why isn't the transfer on my account showing up?,5,balance_not_updated_after_bank_transfer
TR_02181,What payment methods are used to top up?,54,supported_cards_and_currencies
TR_02182,I got a message that I cannot name X as a beneficiary.,7,beneficiary_not_allowed
TR_02183,Can I use your app if I am from the EU?,24,country_support
TR_02184,Please could you give me a refund,52,request_refund
TR_02185,You did not give me the correct exchange rate for an item that I bought.,17,card_payment_wrong_exchange_rate
TR_02186,i need help finding the auto top up option.,4,automatic_top_up
TR_02187,What kind of costs are involved for exchanging currency?,31,exchange_charge
TR_02188,Please check the exchange rate for my payment last Saturday. I believe I have been overcharged.,17,card_payment_wrong_exchange_rate
TR_02189,What does it mean if my top-up has not gone through?,47,pending_top_up
TR_02190,"I received a fee for obtaining cash, is this correct?",19,cash_withdrawal_charge
TR_02191,What ATMs use this card?,3,atm_support
TR_02192,Do you allow currency exchanges?,36,fiat_currency_support
TR_02193,My payment is in the app but hasn't gone through yet,45,pending_card_payment
TR_02194,"It's been two weeks and I haven't gotten my card, what do I do?",11,card_arrival
TR_02195,"I tried using my card and it kept getting declined, Why?",25,declined_card_payment
TR_02196,"Hurry and refund me, I am waiting",51,Refund_not_showing_up
TR_02197,I did not get the right amount of money when I used a different country's currency.,76,wrong_exchange_rate_for_cash_withdrawal
TR_02198,I just got married and I need to change my name,30,edit_personal_details
TR_02199,I believe someone is using my card without my agreement!,22,compromised_card
TR_02200,My money transfer has not yet occurred,48,pending_transfer
TR_02201,Can I Transfer from SWIFT?,56,top_up_by_bank_transfer_charge
TR_02202,"I need to change my name, since i just got married",30,edit_personal_details
TR_02203,Do you have to be 18 to make an account?,1,age_limit
TR_02204,How much does it cost to do a transfer?,56,top_up_by_bank_transfer_charge
TR_02205,Am I able to top up with this cheque I received?,58,top_up_by_cash_or_cheque
TR_02206,Tell me if there are any top-up limits?,60,top_up_limits
TR_02207,I have a friend who needs money as soon as possibly. If I were to transfer it how long will it take to get to her?,66,transfer_not_received_by_recipient
TR_02208,I have a payment in my statement that is off,16,card_payment_not_recognised
TR_02209,When can I expect my new card to get here?,12,card_delivery_estimate
TR_02210,why was a transfer declined,27,declined_transfer
TR_02211,How long will it take for the transfer to reach my account?,67,transfer_timing
TR_02212,Is there a top up limit for my account?,60,top_up_limits
TR_02213,I've tried my card a bunch of times and it never worked.,14,card_not_working
TR_02214,Does it cost extra to exchange currencies?,31,exchange_charge
TR_02215,My topup got reverted. Please let me know if there is any issue in system.,61,top_up_reverted
TR_02216,Do I have to go somewhere to activate my card?,0,activate_my_card
TR_02217,Why can't a beneficiary receive a money transfer from me?,7,beneficiary_not_allowed
TR_02218,How long do bank transfers take to clear,5,balance_not_updated_after_bank_transfer
TR_02219,Will you guys charge me for topping up by transfer?,56,top_up_by_bank_transfer_charge
TR_02220,What currencies are supported?,36,fiat_currency_support
TR_02221,my transfer isn't there,5,balance_not_updated_after_bank_transfer
TR_02222,Can you help me track my card?,11,card_arrival
TR_02223,I have a fee showing from last time I used my card.,15,card_payment_fee_charged
TR_02224,The top-up did not go through.,59,top_up_failed
TR_02225,Why has my card payment been declined?,25,declined_card_payment
TR_02226,How can I go about getting a disposable virtual card?,37,get_disposable_virtual_card
TR_02227,"Someone has stolen my card. Even though I have my card with me, someone just made a 500£ cash withdrawal. Please help as soon as possible.",20,cash_withdrawal_not_recognised
TR_02228,How many disposable cards per day am I allowed to have?,29,disposable_card_limits
TR_02229,which identity details are required,74,why_verify_identity
TR_02230,I had cash transferred but the balance did not change.,5,balance_not_updated_after_bank_transfer
TR_02231,Tell me how to go about activating my new card?,0,activate_my_card
TR_02232,Can I submit a check or cash payment?,58,top_up_by_cash_or_cheque
TR_02233,Are extra cards free?,39,getting_spare_card
TR_02234,"I received my card, how do I get it to work in the app?",13,card_linking
TR_02235,Why hasn't the transaction I did to my friend arrived yet?,66,transfer_not_received_by_recipient
TR_02236,Where can I go to get my PIN unblocked?,49,pin_blocked
TR_02237,What is the source of funds for my money?,70,verify_source_of_funds
TR_02238,"I forgot my phone at the hotel, so I can't access the app.",42,lost_or_stolen_phone
TR_02239,Are refunds allowed for certain items.,52,request_refund
TR_02240,how do i get a new card,43,order_physical_card
TR_02241,"For my account, how do I transfer money in?",65,transfer_into_account
TR_02242,how soon will my card arrive?,12,card_delivery_estimate
TR_02243,Where do I request another card?,39,getting_spare_card
TR_02244,"My account is blocked, how do I log in now",49,pin_blocked
TR_02245,I want to take back my transaction,8,cancel_transfer
TR_02246,What currencies are accepted to add money?,54,supported_cards_and_currencies
TR_02247,What is the estimated time on an urgent transfer from China?,67,transfer_timing
TR_02248,why am I being charged a fee for transferring money ?,64,transfer_fee_charged
TR_02249,What do you need to verify my identity?,69,verify_my_identity
TR_02250,I was supposed to get a refund but I do not see it.,51,Refund_not_showing_up
TR_02251,I need my funds verified.,70,verify_source_of_funds
